'popul'	'TVnews'	'selfLR'	'ClinLR'	'DoleLR'	'PID'	'age'	'educ'	'income'	'vote'
71	2	5	7	2	2	55	3	21	0
290	1	5	3	6	2	37	4	21	0
45	3	5	2	4	4	61	7	21	1
0	3	4	5	4	1	62	2	21	0
26	1	5	2	6	6	54	6	21	1
87	3	2	3	6	1	33	6	21	0
0	0	2	3	6	1	50	6	21	0
630	0	3	4	7	2	37	3	21	0
50	5	5	3	6	3	44	3	21	1
35	7	4	3	4	3	78	3	21	0
180	7	6	2	4	6	56	3	21	0
32	0	2	3	4	2	29	6	21	0
0	7	3	2	5	4	52	6	21	0
51	1	6	4	5	1	31	3	21	0
40	0	6	3	6	6	34	7	21	1
0	2	5	3	6	5	31	7	21	1
0	7	4	3	5	2	43	6	21	0
0	1	4	4	3	5	31	3	21	1
1	6	6	1	6	6	63	7	21	1
7	2	2	3	7	4	38	4	21	0
0	2	6	2	6	6	31	5	21	1
71	2	2	1	7	0	64	3	21	0
75	2	3	2	5	5	55	7	21	0
55	1	2	2	6	0	41	3	21	0
290	4	3	4	5	5	38	4	21	1
88	4	6	3	6	5	28	6	21	1
0	7	4	3	5	5	42	5	21	1
16	7	2	4	3	1	43	4	21	0
75	1	5	1	6	5	37	4	21	1
220	1	4	2	6	3	47	5	21	0
3	5	5	1	6	5	52	7	21	1
130	0	5	2	6	5	32	4	21	1
0	5	4	4	3	2	29	3	21	0
110	2	6	2	5	4	56	3	21	1
12	7	4	3	5	5	63	7	21	1
180	3	3	3	6	1	35	5	21	0
93	7	4	3	5	3	36	4	21	1
170	7	4	2	7	0	75	5	21	0
31	5	3	3	6	1	48	6	21	0
62	4	7	2	6	6	36	5	21	1
30	4	4	3	6	2	34	6	21	0
66	7	4	3	7	1	35	5	21	0
3	3	5	2	5	6	50	4	21	1
18	3	5	2	5	6	39	7	21	1
350	5	5	4	6	5	70	7	21	1
71	7	4	2	5	6	76	3	21	1
3500	5	5	2	5	5	35	6	21	1
0	0	3	4	3	3	53	7	21	1
360	6	5	2	6	4	46	6	21	1
81	2	5	2	5	4	34	4	21	1
350	5	4	4	6	5	69	4	21	0
190	1	5	2	5	1	32	3	21	0
0	7	5	1	6	6	50	2	21	1
290	1	5	3	6	6	35	6	21	1
18	0	6	1	6	6	67	5	21	1
11	3	5	5	6	5	47	3	21	0
2	2	6	3	5	4	50	6	21	1
570	0	6	2	6	4	32	3	21	1
310	3	5	4	6	2	58	5	21	0
1	7	3	2	7	0	49	7	21	0
0	2	6	3	6	1	43	4	21	1
35	1	5	2	6	5	24	6	21	1
22	7	5	3	4	2	58	7	21	0
2	1	2	2	5	0	43	4	21	0
0	7	4	3	6	5	59	3	21	1
0	3	6	1	6	6	40	5	21	1
310	0	5	2	7	0	35	4	21	0
470	5	2	3	5	1	48	4	21	0
0	4	6	1	6	6	40	3	21	1
270	3	3	2	7	0	48	3	21	0
110	0	2	4	6	0	47	7	21	0
50	3	6	4	1	1	23	3	21	0
0	0	6	1	6	6	38	3	21	1
3	7	6	2	6	6	81	7	21	1
31	5	3	3	6	1	48	6	21	0
22	7	5	6	2	4	52	3	21	0
83	2	4	1	6	3	24	6	21	1
9	0	4	2	6	1	21	5	21	0
5	7	5	2	6	5	70	6	21	1
0	7	7	1	7	6	24	6	21	1
0	7	4	3	5	1	57	7	21	0
0	6	3	5	6	4	37	6	21	0
27	1	3	5	3	5	25	5	21	0
110	1	6	5	1	1	33	3	21	0
0	7	4	6	3	0	45	3	22	0
0	3	5	2	7	5	42	6	22	0
350	3	3	3	6	2	47	6	22	0
0	7	6	1	6	6	51	7	22	1
5	7	5	4	6	5	85	2	22	0
15	4	3	3	6	2	32	7	22	0
35	7	3	3	6	2	31	7	22	0
0	2	4	3	6	2	23	6	22	0
75	3	3	3	6	0	42	6	22	0
0	5	6	2	5	5	55	6	22	1
16	7	6	2	6	6	45	6	22	1
0	1	6	2	5	6	35	7	22	1
0	0	2	4	6	0	45	6	22	0
0	0	3	3	5	2	42	3	22	0
4	1	6	2	6	5	37	4	22	1
62	0	4	4	4	5	38	3	22	1
0	3	2	2	6	1	47	7	22	0
4	7	4	2	6	2	32	6	22	0
56	2	5	2	6	5	35	6	22	1
2	6	4	2	6	5	38	4	22	1
0	0	4	4	4	3	40	3	22	0
75	7	6	2	5	6	62	6	22	1
10	2	2	2	6	1	28	7	22	0
0	6	6	2	5	6	59	5	22	1
0	2	1	2	6	0	25	6	22	0
220	2	4	2	6	6	31	6	22	1
0	1	7	2	6	6	45	4	22	1
75	0	5	2	7	5	42	6	22	0
0	3	2	2	5	1	56	7	22	0
140	5	3	3	6	1	47	7	22	0
290	1	6	2	5	5	38	6	22	1
350	7	4	3	7	2	47	6	22	0
55	1	5	2	6	6	49	4	22	1
31	3	3	3	6	2	29	7	22	0
17	7	2	2	6	0	57	6	22	0
51	4	6	3	5	6	68	3	22	1
140	7	2	2	4	0	76	6	22	0
9	4	6	2	6	5	66	6	22	1
0	7	5	1	6	4	59	4	22	1
640	7	5	3	6	4	37	7	22	0
32	2	5	2	6	6	38	6	22	1
5	7	6	2	6	5	47	7	22	1
8	1	5	2	4	5	36	7	22	1
18	0	5	4	6	0	45	7	22	0
0	6	5	2	6	5	39	7	22	1
0	1	3	2	6	1	34	6	22	0
0	3	6	6	4	0	49	4	22	0
31	2	6	2	6	5	36	6	22	1
350	7	6	1	6	6	81	5	22	1
20	1	5	2	6	4	29	4	22	1
70	3	5	3	4	0	45	6	22	0
31	3	5	2	6	5	21	4	22	1
3	7	2	4	3	6	33	6	22	1
9	7	4	4	2	2	44	3	23	0
59	1	2	2	6	4	52	7	23	0
27	2	3	5	7	1	38	4	23	0
51	4	2	3	6	2	44	5	23	0
9	7	6	2	6	6	87	7	23	1
0	2	7	2	6	5	22	3	23	1
88	0	3	3	5	2	32	6	23	1
67	0	4	5	6	4	69	3	23	0
29	2	6	2	5	6	49	6	23	1
5	0	6	2	6	6	53	3	23	1
0	0	6	1	6	5	44	6	23	1
900	1	6	2	7	5	34	6	23	1
18	1	6	1	5	5	55	7	23	1
190	2	3	3	6	0	35	6	23	0
2	7	4	5	5	3	55	3	23	0
5	3	6	3	5	5	27	6	23	1
56	3	4	4	5	1	26	6	23	0
75	7	4	2	6	5	54	6	23	0
56	0	5	2	6	5	42	4	23	1
0	5	6	1	6	6	57	7	23	1
0	0	7	1	4	6	54	6	23	1
75	6	6	3	6	6	55	6	23	1
1600	7	5	3	6	6	50	7	23	1
15	0	5	5	6	1	57	7	23	0
19	3	5	3	7	3	46	4	23	0
16	7	6	2	6	6	53	6	23	1
42	2	3	3	5	0	32	7	23	0
18	5	5	2	5	3	53	5	23	1
0	3	3	3	6	1	39	6	23	0
310	1	5	2	5	4	47	6	23	1
1600	7	5	2	4	2	57	4	23	0
23	5	6	3	6	6	49	6	23	1
20	1	5	4	6	5	31	5	23	0
51	5	5	3	5	5	43	6	23	1
0	2	5	2	5	4	44	6	23	1
0	4	4	3	6	0	39	6	23	0
0	2	6	1	6	5	49	4	23	1
18	7	5	4	6	4	72	6	23	1
7300	7	5	2	6	5	50	6	23	1
110	1	5	2	6	6	28	4	23	1
0	0	5	2	7	3	48	7	23	1
3500	1	3	4	7	1	32	6	23	0
720	7	5	5	5	1	63	4	23	0
9	4	4	5	6	5	36	4	23	1
47	7	6	3	6	6	36	6	23	1
350	7	3	2	7	2	53	3	23	0
0	5	2	2	6	2	44	7	23	0
0	0	4	2	6	6	41	7	24	1
83	0	2	3	6	1	56	7	24	0
1	4	4	4	6	2	63	7	24	0
190	7	2	4	6	0	52	6	24	0
0	7	3	3	7	2	43	7	24	0
12	7	4	3	6	2	40	3	24	0
9	5	5	1	7	4	69	4	24	1
23	7	2	2	6	0	49	7	24	0
9	1	3	3	6	2	65	7	24	0
18	5	6	1	6	5	53	7	24	1
0	5	5	3	5	6	50	4	24	1
12	3	2	4	6	0	27	5	24	0
0	6	5	3	5	5	44	6	24	1
170	2	2	3	5	0	54	7	24	0
0	7	4	2	6	4	33	5	24	1
9	0	4	4	6	3	48	7	24	0
23	3	5	2	6	5	54	5	24	1
0	0	6	2	5	6	56	3	24	1
9	1	2	4	7	2	34	7	24	0
290	7	6	4	7	6	41	6	24	0
1	0	5	1	5	6	40	6	24	1
350	1	7	2	6	6	55	6	24	1
20	0	4	3	5	5	38	6	24	1
0	3	6	2	6	6	40	6	24	1
23	1	6	1	6	6	46	4	24	1
150	4	3	3	4	0	26	6	24	0
31	0	5	2	7	3	49	6	24	0
0	7	4	1	5	6	51	5	24	1
9	2	5	2	6	4	46	6	24	0
47	0	3	4	6	2	40	7	24	0
900	0	3	4	7	2	30	5	24	0
83	3	2	3	6	2	45	5	24	0
18	7	5	4	6	4	52	7	24	1
0	0	6	1	5	6	36	6	24	1
20	0	4	3	5	3	49	6	24	0
24	7	3	4	5	1	38	7	24	0
18	0	2	4	6	1	51	7	24	0
9	3	3	2	5	1	47	6	24	0
0	1	6	1	5	6	52	7	24	1
9	0	6	2	6	6	33	6	24	1
0	4	4	2	6	6	50	4	24	1
18	7	6	2	5	4	48	7	24	1
19	3	2	2	6	0	36	6	24	0
31	3	2	3	6	1	35	7	24	0
3500	7	7	3	5	4	34	7	24	0
0	7	2	4	5	2	53	6	24	0
33	0	4	3	6	2	33	7	24	0
0	1	6	3	6	6	52	6	24	1
18	3	4	3	6	4	44	7	24	0
0	0	3	4	4	0	48	6	24	0
31	3	5	2	6	5	20	4	24	1
0	5	3	2	4	6	45	6	24	1
59	7	4	2	6	2	70	3	24	0
0	0	3	3	4	2	39	3	24	0
7300	7	3	3	5	1	40	7	24	1
75	4	5	2	7	5	62	6	24	1
0	7	5	2	6	4	46	6	24	1
27	7	4	4	7	2	46	3	24	0
1600	7	4	2	5	6	56	7	24	1
0	7	6	3	6	6	55	7	24	1
0	7	6	2	6	6	41	4	24	1
7300	1	2	3	6	0	43	7	24	0
16	7	7	1	7	6	34	3	24	1
0	7	7	1	6	4	73	6	24	1
0	7	5	2	6	6	50	6	24	1
0	3	6	2	7	5	43	6	24	1
0	6	6	2	5	6	46	7	24	1
18	7	4	2	6	3	61	7	24	1
