instant,dteday,season,yr,mnth,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,rentals
309,11/5/2011,4,0,11,0,6,0,1,0.326667,0.323854,0.519167,0.189062,1156
310,11/6/2011,4,0,11,0,0,0,1,0.348333,0.362358,0.734583,0.0920542,952
311,11/7/2011,4,0,11,0,1,1,1,0.395,0.400871,0.75875,0.057225,373
312,11/8/2011,4,0,11,0,2,1,1,0.408333,0.412246,0.721667,0.0690375,376
313,11/9/2011,4,0,11,0,3,1,1,0.4,0.409079,0.758333,0.0621958,305
314,11/10/2011,4,0,11,0,4,1,2,0.38,0.373721,0.813333,0.189067,190
315,11/11/2011,4,0,11,1,5,0,1,0.324167,0.306817,0.44625,0.314675,440
316,11/12/2011,4,0,11,0,6,0,1,0.356667,0.357942,0.552917,0.212062,1275
317,11/13/2011,4,0,11,0,0,0,1,0.440833,0.43055,0.458333,0.281721,1004
318,11/14/2011,4,0,11,0,1,1,1,0.53,0.524612,0.587083,0.306596,595
319,11/15/2011,4,0,11,0,2,1,2,0.53,0.507579,0.68875,0.199633,449
320,11/16/2011,4,0,11,0,3,1,3,0.456667,0.451988,0.93,0.136829,145
321,11/17/2011,4,0,11,0,4,1,2,0.341667,0.323221,0.575833,0.305362,139
322,11/18/2011,4,0,11,0,5,1,1,0.274167,0.272721,0.41,0.168533,245
323,11/19/2011,4,0,11,0,6,0,1,0.329167,0.324483,0.502083,0.224496,943
324,11/20/2011,4,0,11,0,0,0,2,0.463333,0.457058,0.684583,0.18595,787
325,11/21/2011,4,0,11,0,1,1,3,0.4475,0.445062,0.91,0.138054,220
326,11/22/2011,4,0,11,0,2,1,3,0.416667,0.421696,0.9625,0.118792,69
327,11/23/2011,4,0,11,0,3,1,2,0.440833,0.430537,0.757917,0.335825,112
328,11/24/2011,4,0,11,1,4,0,1,0.373333,0.372471,0.549167,0.167304,560
329,11/25/2011,4,0,11,0,5,1,1,0.375,0.380671,0.64375,0.0988958,1095
330,11/26/2011,4,0,11,0,6,0,1,0.375833,0.385087,0.681667,0.0684208,1249
331,11/27/2011,4,0,11,0,0,0,1,0.459167,0.4558,0.698333,0.208954,810
332,11/28/2011,4,0,11,0,1,1,1,0.503478,0.490122,0.743043,0.142122,253
333,11/29/2011,4,0,11,0,2,1,2,0.458333,0.451375,0.830833,0.258092,96
334,11/30/2011,4,0,11,0,3,1,1,0.325,0.311221,0.613333,0.271158,188
335,12/1/2011,4,0,12,0,4,1,1,0.3125,0.305554,0.524583,0.220158,182
336,12/2/2011,4,0,12,0,5,1,1,0.314167,0.331433,0.625833,0.100754,268
337,12/3/2011,4,0,12,0,6,0,1,0.299167,0.310604,0.612917,0.0957833,706
338,12/4/2011,4,0,12,0,0,0,1,0.330833,0.3491,0.775833,0.0839583,634
339,12/5/2011,4,0,12,0,1,1,2,0.385833,0.393925,0.827083,0.0622083,233
340,12/6/2011,4,0,12,0,2,1,3,0.4625,0.4564,0.949583,0.232583,126
341,12/7/2011,4,0,12,0,3,1,3,0.41,0.400246,0.970417,0.266175,50
342,12/8/2011,4,0,12,0,4,1,1,0.265833,0.256938,0.58,0.240058,150
343,12/9/2011,4,0,12,0,5,1,1,0.290833,0.317542,0.695833,0.0827167,261
344,12/10/2011,4,0,12,0,6,0,1,0.275,0.266412,0.5075,0.233221,502
345,12/11/2011,4,0,12,0,0,0,1,0.220833,0.253154,0.49,0.0665417,377
346,12/12/2011,4,0,12,0,1,1,1,0.238333,0.270196,0.670833,0.06345,143
347,12/13/2011,4,0,12,0,2,1,1,0.2825,0.301138,0.59,0.14055,155
348,12/14/2011,4,0,12,0,3,1,2,0.3175,0.338362,0.66375,0.0609583,178
349,12/15/2011,4,0,12,0,4,1,2,0.4225,0.412237,0.634167,0.268042,181
350,12/16/2011,4,0,12,0,5,1,2,0.375,0.359825,0.500417,0.260575,178
351,12/17/2011,4,0,12,0,6,0,2,0.258333,0.249371,0.560833,0.243167,275
352,12/18/2011,4,0,12,0,0,0,1,0.238333,0.245579,0.58625,0.169779,220
353,12/19/2011,4,0,12,0,1,1,1,0.276667,0.280933,0.6375,0.172896,260
354,12/20/2011,4,0,12,0,2,1,2,0.385833,0.396454,0.595417,0.0615708,216
355,12/21/2011,1,0,12,0,3,1,2,0.428333,0.428017,0.858333,0.2214,107
356,12/22/2011,1,0,12,0,4,1,2,0.423333,0.426121,0.7575,0.047275,227
357,12/23/2011,1,0,12,0,5,1,1,0.373333,0.377513,0.68625,0.274246,163
358,12/24/2011,1,0,12,0,6,0,1,0.3025,0.299242,0.5425,0.190304,155
359,12/25/2011,1,0,12,0,0,0,1,0.274783,0.279961,0.681304,0.155091,303
360,12/26/2011,1,0,12,1,1,0,1,0.321739,0.315535,0.506957,0.239465,430
361,12/27/2011,1,0,12,0,2,1,2,0.325,0.327633,0.7625,0.18845,103
362,12/28/2011,1,0,12,0,3,1,1,0.29913,0.279974,0.503913,0.293961,255
363,12/29/2011,1,0,12,0,4,1,1,0.248333,0.263892,0.574167,0.119412,254
364,12/30/2011,1,0,12,0,5,1,1,0.311667,0.318812,0.636667,0.134337,491
365,12/31/2011,1,0,12,0,6,0,1,0.41,0.414121,0.615833,0.220154,665
366,1/1/2012,1,1,1,0,0,0,1,0.37,0.375621,0.6925,0.192167,686
367,1/2/2012,1,1,1,1,1,0,1,0.273043,0.252304,0.381304,0.329665,244
368,1/3/2012,1,1,1,0,2,1,1,0.15,0.126275,0.44125,0.365671,89
369,1/4/2012,1,1,1,0,3,1,2,0.1075,0.119337,0.414583,0.1847,95
370,1/5/2012,1,1,1,0,4,1,1,0.265833,0.278412,0.524167,0.129987,140
371,1/6/2012,1,1,1,0,5,1,1,0.334167,0.340267,0.542083,0.167908,307
372,1/7/2012,1,1,1,0,6,0,1,0.393333,0.390779,0.531667,0.174758,1070
373,1/8/2012,1,1,1,0,0,0,1,0.3375,0.340258,0.465,0.191542,599
374,1/9/2012,1,1,1,0,1,1,2,0.224167,0.247479,0.701667,0.0989,106
375,1/10/2012,1,1,1,0,2,1,1,0.308696,0.318826,0.646522,0.187552,173
376,1/11/2012,1,1,1,0,3,1,2,0.274167,0.282821,0.8475,0.131221,92
377,1/12/2012,1,1,1,0,4,1,2,0.3825,0.381938,0.802917,0.180967,269
378,1/13/2012,1,1,1,0,5,1,1,0.274167,0.249362,0.5075,0.378108,174
379,1/14/2012,1,1,1,0,6,0,1,0.18,0.183087,0.4575,0.187183,333
380,1/15/2012,1,1,1,0,0,0,1,0.166667,0.161625,0.419167,0.251258,284
381,1/16/2012,1,1,1,1,1,0,1,0.19,0.190663,0.5225,0.231358,217
382,1/17/2012,1,1,1,0,2,1,2,0.373043,0.364278,0.716087,0.34913,127
383,1/18/2012,1,1,1,0,3,1,1,0.303333,0.275254,0.443333,0.415429,109
384,1/19/2012,1,1,1,0,4,1,1,0.19,0.190038,0.4975,0.220158,130
385,1/20/2012,1,1,1,0,5,1,2,0.2175,0.220958,0.45,0.20275,115
386,1/21/2012,1,1,1,0,6,0,2,0.173333,0.174875,0.83125,0.222642,67
387,1/22/2012,1,1,1,0,0,0,2,0.1625,0.16225,0.79625,0.199638,196
388,1/23/2012,1,1,1,0,1,1,2,0.218333,0.243058,0.91125,0.110708,145
389,1/24/2012,1,1,1,0,2,1,1,0.3425,0.349108,0.835833,0.123767,439
390,1/25/2012,1,1,1,0,3,1,1,0.294167,0.294821,0.64375,0.161071,467
391,1/26/2012,1,1,1,0,4,1,2,0.341667,0.35605,0.769583,0.0733958,244
392,1/27/2012,1,1,1,0,5,1,2,0.425,0.415383,0.74125,0.342667,269
393,1/28/2012,1,1,1,0,6,0,1,0.315833,0.326379,0.543333,0.210829,775
394,1/29/2012,1,1,1,0,0,0,1,0.2825,0.272721,0.31125,0.24005,558
395,1/30/2012,1,1,1,0,1,1,1,0.269167,0.262625,0.400833,0.215792,126
396,1/31/2012,1,1,1,0,2,1,1,0.39,0.381317,0.416667,0.261817,324
397,2/1/2012,1,1,2,0,3,1,1,0.469167,0.466538,0.507917,0.189067,304
398,2/2/2012,1,1,2,0,4,1,2,0.399167,0.398971,0.672917,0.187187,190
399,2/3/2012,1,1,2,0,5,1,1,0.313333,0.309346,0.526667,0.178496,310
400,2/4/2012,1,1,2,0,6,0,2,0.264167,0.272725,0.779583,0.121896,384
401,2/5/2012,1,1,2,0,0,0,2,0.265833,0.264521,0.687917,0.175996,318
402,2/6/2012,1,1,2,0,1,1,1,0.282609,0.296426,0.622174,0.1538,206
403,2/7/2012,1,1,2,0,2,1,1,0.354167,0.361104,0.49625,0.147379,199
404,2/8/2012,1,1,2,0,3,1,2,0.256667,0.266421,0.722917,0.133721,109
405,2/9/2012,1,1,2,0,4,1,1,0.265,0.261988,0.562083,0.194037,163
406,2/10/2012,1,1,2,0,5,1,2,0.280833,0.293558,0.54,0.116929,227
407,2/11/2012,1,1,2,0,6,0,3,0.224167,0.210867,0.73125,0.289796,192
408,2/12/2012,1,1,2,0,0,0,1,0.1275,0.101658,0.464583,0.409212,73
409,2/13/2012,1,1,2,0,1,1,1,0.2225,0.227913,0.41125,0.167283,94
410,2/14/2012,1,1,2,0,2,1,2,0.319167,0.333946,0.50875,0.141179,135
411,2/15/2012,1,1,2,0,3,1,1,0.348333,0.351629,0.53125,0.1816,141
412,2/16/2012,1,1,2,0,4,1,2,0.316667,0.330162,0.752917,0.091425,74
413,2/17/2012,1,1,2,0,5,1,1,0.343333,0.351629,0.634583,0.205846,349
414,2/18/2012,1,1,2,0,6,0,1,0.346667,0.355425,0.534583,0.190929,1435
415,2/19/2012,1,1,2,0,0,0,2,0.28,0.265788,0.515833,0.253112,618
416,2/20/2012,1,1,2,1,1,0,1,0.28,0.273391,0.507826,0.229083,502
417,2/21/2012,1,1,2,0,2,1,1,0.287826,0.295113,0.594348,0.205717,163
418,2/22/2012,1,1,2,0,3,1,1,0.395833,0.392667,0.567917,0.234471,394
419,2/23/2012,1,1,2,0,4,1,1,0.454167,0.444446,0.554583,0.190913,516
420,2/24/2012,1,1,2,0,5,1,2,0.4075,0.410971,0.7375,0.237567,246
421,2/25/2012,1,1,2,0,6,0,1,0.290833,0.255675,0.395833,0.421642,317
422,2/26/2012,1,1,2,0,0,0,1,0.279167,0.268308,0.41,0.205229,515
423,2/27/2012,1,1,2,0,1,1,1,0.366667,0.357954,0.490833,0.268033,253
424,2/28/2012,1,1,2,0,2,1,1,0.359167,0.353525,0.395833,0.193417,229
425,2/29/2012,1,1,2,0,3,1,2,0.344348,0.34847,0.804783,0.179117,65
426,3/1/2012,1,1,3,0,4,1,1,0.485833,0.475371,0.615417,0.226987,325
427,3/2/2012,1,1,3,0,5,1,2,0.353333,0.359842,0.657083,0.144904,246
428,3/3/2012,1,1,3,0,6,0,2,0.414167,0.413492,0.62125,0.161079,956
429,3/4/2012,1,1,3,0,0,0,1,0.325833,0.303021,0.403333,0.334571,710
430,3/5/2012,1,1,3,0,1,1,1,0.243333,0.241171,0.50625,0.228858,203
431,3/6/2012,1,1,3,0,2,1,1,0.258333,0.255042,0.456667,0.200875,221
432,3/7/2012,1,1,3,0,3,1,1,0.404167,0.3851,0.513333,0.345779,432
433,3/8/2012,1,1,3,0,4,1,1,0.5275,0.524604,0.5675,0.441563,486
434,3/9/2012,1,1,3,0,5,1,2,0.410833,0.397083,0.407083,0.4148,447
435,3/10/2012,1,1,3,0,6,0,1,0.2875,0.277767,0.350417,0.22575,968
436,3/11/2012,1,1,3,0,0,0,1,0.361739,0.35967,0.476957,0.222587,1658
437,3/12/2012,1,1,3,0,1,1,1,0.466667,0.459592,0.489167,0.207713,838
438,3/13/2012,1,1,3,0,2,1,1,0.565,0.542929,0.6175,0.23695,762
439,3/14/2012,1,1,3,0,3,1,1,0.5725,0.548617,0.507083,0.115062,997
440,3/15/2012,1,1,3,0,4,1,1,0.5575,0.532825,0.579583,0.149883,1005
441,3/16/2012,1,1,3,0,5,1,2,0.435833,0.436229,0.842083,0.113192,548
442,3/17/2012,1,1,3,0,6,0,2,0.514167,0.505046,0.755833,0.110704,3155
443,3/18/2012,1,1,3,0,0,0,2,0.4725,0.464,0.81,0.126883,2207
444,3/19/2012,1,1,3,0,1,1,1,0.545,0.532821,0.72875,0.162317,982
445,3/20/2012,1,1,3,0,2,1,1,0.560833,0.538533,0.807917,0.121271,1051
446,3/21/2012,2,1,3,0,3,1,2,0.531667,0.513258,0.82125,0.0895583,1122
447,3/22/2012,2,1,3,0,4,1,1,0.554167,0.531567,0.83125,0.117562,1334
448,3/23/2012,2,1,3,0,5,1,2,0.601667,0.570067,0.694167,0.1163,2469
449,3/24/2012,2,1,3,0,6,0,2,0.5025,0.486733,0.885417,0.192783,1033
450,3/25/2012,2,1,3,0,0,0,2,0.4375,0.437488,0.880833,0.220775,1532
451,3/26/2012,2,1,3,0,1,1,1,0.445833,0.43875,0.477917,0.386821,795
452,3/27/2012,2,1,3,0,2,1,1,0.323333,0.315654,0.29,0.187192,531
453,3/28/2012,2,1,3,0,3,1,1,0.484167,0.47095,0.48125,0.291671,674
454,3/29/2012,2,1,3,0,4,1,1,0.494167,0.482304,0.439167,0.31965,834
455,3/30/2012,2,1,3,0,5,1,2,0.37,0.375621,0.580833,0.138067,796
456,3/31/2012,2,1,3,0,6,0,2,0.424167,0.421708,0.738333,0.250617,2301
457,4/1/2012,2,1,4,0,0,0,2,0.425833,0.417287,0.67625,0.172267,2347
458,4/2/2012,2,1,4,0,1,1,1,0.433913,0.427513,0.504348,0.312139,1208
459,4/3/2012,2,1,4,0,2,1,1,0.466667,0.461483,0.396667,0.100133,1348
460,4/4/2012,2,1,4,0,3,1,1,0.541667,0.53345,0.469583,0.180975,1058
461,4/5/2012,2,1,4,0,4,1,1,0.435,0.431163,0.374167,0.219529,1192
462,4/6/2012,2,1,4,0,5,1,1,0.403333,0.390767,0.377083,0.300388,1807
463,4/7/2012,2,1,4,0,6,0,1,0.4375,0.426129,0.254167,0.274871,3252
464,4/8/2012,2,1,4,0,0,0,1,0.5,0.492425,0.275833,0.232596,2230
465,4/9/2012,2,1,4,0,1,1,1,0.489167,0.476638,0.3175,0.358196,905
466,4/10/2012,2,1,4,0,2,1,1,0.446667,0.436233,0.435,0.249375,819
467,4/11/2012,2,1,4,0,3,1,1,0.348696,0.337274,0.469565,0.295274,482
468,4/12/2012,2,1,4,0,4,1,1,0.3975,0.387604,0.46625,0.290429,663
469,4/13/2012,2,1,4,0,5,1,1,0.4425,0.431808,0.408333,0.155471,1252
470,4/14/2012,2,1,4,0,6,0,1,0.495,0.487996,0.502917,0.190917,2795
471,4/15/2012,2,1,4,0,0,0,1,0.606667,0.573875,0.507917,0.225129,2846
472,4/16/2012,2,1,4,1,1,0,1,0.664167,0.614925,0.561667,0.284829,1198
473,4/17/2012,2,1,4,0,2,1,1,0.608333,0.598487,0.390417,0.273629,989
474,4/18/2012,2,1,4,0,3,1,2,0.463333,0.457038,0.569167,0.167912,347
475,4/19/2012,2,1,4,0,4,1,1,0.498333,0.493046,0.6125,0.0659292,846
476,4/20/2012,2,1,4,0,5,1,1,0.526667,0.515775,0.694583,0.149871,1340
477,4/21/2012,2,1,4,0,6,0,1,0.57,0.542921,0.682917,0.283587,2541
478,4/22/2012,2,1,4,0,0,0,3,0.396667,0.389504,0.835417,0.344546,120
479,4/23/2012,2,1,4,0,1,1,2,0.321667,0.301125,0.766667,0.303496,195
480,4/24/2012,2,1,4,0,2,1,1,0.413333,0.405283,0.454167,0.249383,518
481,4/25/2012,2,1,4,0,3,1,1,0.476667,0.470317,0.427917,0.118792,655
482,4/26/2012,2,1,4,0,4,1,2,0.498333,0.483583,0.756667,0.176625,475
483,4/27/2012,2,1,4,0,5,1,1,0.4575,0.452637,0.400833,0.347633,1014
484,4/28/2012,2,1,4,0,6,0,2,0.376667,0.377504,0.489583,0.129975,1120
485,4/29/2012,2,1,4,0,0,0,1,0.458333,0.450121,0.587083,0.116908,2229
486,4/30/2012,2,1,4,0,1,1,2,0.464167,0.457696,0.57,0.171638,665
487,5/1/2012,2,1,5,0,2,1,2,0.613333,0.577021,0.659583,0.156096,653
488,5/2/2012,2,1,5,0,3,1,1,0.564167,0.537896,0.797083,0.138058,667
489,5/3/2012,2,1,5,0,4,1,2,0.56,0.537242,0.768333,0.133696,764
490,5/4/2012,2,1,5,0,5,1,1,0.6275,0.590917,0.735417,0.162938,1069
491,5/5/2012,2,1,5,0,6,0,2,0.621667,0.584608,0.756667,0.152992,2496
492,5/6/2012,2,1,5,0,0,0,2,0.5625,0.546737,0.74,0.149879,2135
493,5/7/2012,2,1,5,0,1,1,2,0.5375,0.527142,0.664167,0.230721,1008
494,5/8/2012,2,1,5,0,2,1,2,0.581667,0.557471,0.685833,0.296029,738
495,5/9/2012,2,1,5,0,3,1,2,0.575,0.553025,0.744167,0.216412,620
496,5/10/2012,2,1,5,0,4,1,1,0.505833,0.491783,0.552083,0.314063,1026
497,5/11/2012,2,1,5,0,5,1,1,0.533333,0.520833,0.360417,0.236937,1319
498,5/12/2012,2,1,5,0,6,0,1,0.564167,0.544817,0.480417,0.123133,2622
499,5/13/2012,2,1,5,0,0,0,1,0.6125,0.585238,0.57625,0.225117,2172
500,5/14/2012,2,1,5,0,1,1,2,0.573333,0.5499,0.789583,0.212692,342
501,5/15/2012,2,1,5,0,2,1,2,0.611667,0.576404,0.794583,0.147392,625
502,5/16/2012,2,1,5,0,3,1,1,0.636667,0.595975,0.697917,0.122512,991
503,5/17/2012,2,1,5,0,4,1,1,0.593333,0.572613,0.52,0.229475,1242
504,5/18/2012,2,1,5,0,5,1,1,0.564167,0.551121,0.523333,0.136817,1521
505,5/19/2012,2,1,5,0,6,0,1,0.6,0.566908,0.45625,0.083975,3410
506,5/20/2012,2,1,5,0,0,0,1,0.620833,0.583967,0.530417,0.254367,2704
507,5/21/2012,2,1,5,0,1,1,2,0.598333,0.565667,0.81125,0.233204,630
508,5/22/2012,2,1,5,0,2,1,2,0.615,0.580825,0.765833,0.118167,819
509,5/23/2012,2,1,5,0,3,1,2,0.621667,0.584612,0.774583,0.102,766
510,5/24/2012,2,1,5,0,4,1,1,0.655,0.6067,0.716667,0.172896,1059
511,5/25/2012,2,1,5,0,5,1,1,0.68,0.627529,0.747083,0.14055,1417
512,5/26/2012,2,1,5,0,6,0,1,0.6925,0.642696,0.7325,0.198992,2855
513,5/27/2012,2,1,5,0,0,0,1,0.69,0.641425,0.697083,0.215171,3283
514,5/28/2012,2,1,5,1,1,0,1,0.7125,0.6793,0.67625,0.196521,2557
515,5/29/2012,2,1,5,0,2,1,1,0.7225,0.672992,0.684583,0.2954,880
516,5/30/2012,2,1,5,0,3,1,2,0.656667,0.611129,0.67,0.134329,745
517,5/31/2012,2,1,5,0,4,1,1,0.68,0.631329,0.492917,0.195279,1100
518,6/1/2012,2,1,6,0,5,1,2,0.654167,0.607962,0.755417,0.237563,533
519,6/2/2012,2,1,6,0,6,0,1,0.583333,0.566288,0.549167,0.186562,2795
520,6/3/2012,2,1,6,0,0,0,1,0.6025,0.575133,0.493333,0.184087,2494
521,6/4/2012,2,1,6,0,1,1,1,0.5975,0.578283,0.487083,0.284833,1071
522,6/5/2012,2,1,6,0,2,1,2,0.540833,0.525892,0.613333,0.209575,968
523,6/6/2012,2,1,6,0,3,1,1,0.554167,0.542292,0.61125,0.077125,1027
524,6/7/2012,2,1,6,0,4,1,1,0.6025,0.569442,0.567083,0.15735,1038
525,6/8/2012,2,1,6,0,5,1,1,0.649167,0.597862,0.467917,0.175383,1488
526,6/9/2012,2,1,6,0,6,0,1,0.710833,0.648367,0.437083,0.144287,2708
527,6/10/2012,2,1,6,0,0,0,1,0.726667,0.663517,0.538333,0.133721,2224
528,6/11/2012,2,1,6,0,1,1,2,0.720833,0.659721,0.587917,0.207713,1017
529,6/12/2012,2,1,6,0,2,1,2,0.653333,0.597875,0.833333,0.214546,477
530,6/13/2012,2,1,6,0,3,1,1,0.655833,0.611117,0.582083,0.343279,1173
531,6/14/2012,2,1,6,0,4,1,1,0.648333,0.624383,0.569583,0.253733,1180
532,6/15/2012,2,1,6,0,5,1,1,0.639167,0.599754,0.589583,0.176617,1563
533,6/16/2012,2,1,6,0,6,0,1,0.631667,0.594708,0.504167,0.166667,2963
534,6/17/2012,2,1,6,0,0,0,1,0.5925,0.571975,0.59875,0.144904,2634
535,6/18/2012,2,1,6,0,1,1,2,0.568333,0.544842,0.777917,0.174746,653
536,6/19/2012,2,1,6,0,2,1,1,0.688333,0.654692,0.69,0.148017,968
537,6/20/2012,2,1,6,0,3,1,1,0.7825,0.720975,0.592083,0.113812,872
538,6/21/2012,3,1,6,0,4,1,1,0.805833,0.752542,0.567917,0.118787,778
539,6/22/2012,3,1,6,0,5,1,1,0.7775,0.724121,0.57375,0.182842,964
540,6/23/2012,3,1,6,0,6,0,1,0.731667,0.652792,0.534583,0.179721,2657
541,6/24/2012,3,1,6,0,0,0,1,0.743333,0.674254,0.479167,0.145525,2551
542,6/25/2012,3,1,6,0,1,1,1,0.715833,0.654042,0.504167,0.300383,1139
543,6/26/2012,3,1,6,0,2,1,1,0.630833,0.594704,0.373333,0.347642,1077
544,6/27/2012,3,1,6,0,3,1,1,0.6975,0.640792,0.36,0.271775,1077
545,6/28/2012,3,1,6,0,4,1,1,0.749167,0.675512,0.4225,0.17165,921
546,6/29/2012,3,1,6,0,5,1,1,0.834167,0.786613,0.48875,0.165417,829
547,6/30/2012,3,1,6,0,6,0,1,0.765,0.687508,0.60125,0.161071,1455
548,7/1/2012,3,1,7,0,0,0,1,0.815833,0.750629,0.51875,0.168529,1421
549,7/2/2012,3,1,7,0,1,1,1,0.781667,0.702038,0.447083,0.195267,904
550,7/3/2012,3,1,7,0,2,1,1,0.780833,0.70265,0.492083,0.126237,1052
551,7/4/2012,3,1,7,1,3,0,1,0.789167,0.732337,0.53875,0.13495,2562
552,7/5/2012,3,1,7,0,4,1,1,0.8275,0.761367,0.457917,0.194029,1405
553,7/6/2012,3,1,7,0,5,1,1,0.828333,0.752533,0.450833,0.146142,1366
554,7/7/2012,3,1,7,0,6,0,1,0.861667,0.804913,0.492083,0.163554,1448
555,7/8/2012,3,1,7,0,0,0,1,0.8225,0.790396,0.57375,0.125629,1203
556,7/9/2012,3,1,7,0,1,1,2,0.710833,0.654054,0.683333,0.180975,998
557,7/10/2012,3,1,7,0,2,1,2,0.720833,0.664796,0.6675,0.151737,954
558,7/11/2012,3,1,7,0,3,1,1,0.716667,0.650271,0.633333,0.151733,975
559,7/12/2012,3,1,7,0,4,1,1,0.715833,0.654683,0.529583,0.146775,1032
560,7/13/2012,3,1,7,0,5,1,2,0.731667,0.667933,0.485833,0.08085,1511
561,7/14/2012,3,1,7,0,6,0,2,0.703333,0.666042,0.699167,0.143679,2355
562,7/15/2012,3,1,7,0,0,0,1,0.745833,0.705196,0.717917,0.166667,1920
563,7/16/2012,3,1,7,0,1,1,1,0.763333,0.724125,0.645,0.164187,1088
564,7/17/2012,3,1,7,0,2,1,1,0.818333,0.755683,0.505833,0.114429,921
565,7/18/2012,3,1,7,0,3,1,1,0.793333,0.745583,0.577083,0.137442,799
566,7/19/2012,3,1,7,0,4,1,1,0.77,0.714642,0.600417,0.165429,888
567,7/20/2012,3,1,7,0,5,1,2,0.665833,0.613025,0.844167,0.208967,747
568,7/21/2012,3,1,7,0,6,0,3,0.595833,0.549912,0.865417,0.2133,1264
569,7/22/2012,3,1,7,0,0,0,2,0.6675,0.623125,0.7625,0.0939208,2544
570,7/23/2012,3,1,7,0,1,1,1,0.741667,0.690017,0.694167,0.138683,1135
571,7/24/2012,3,1,7,0,2,1,1,0.750833,0.70645,0.655,0.211454,1140
572,7/25/2012,3,1,7,0,3,1,1,0.724167,0.654054,0.45,0.1648,1383
573,7/26/2012,3,1,7,0,4,1,1,0.776667,0.739263,0.596667,0.284813,1036
574,7/27/2012,3,1,7,0,5,1,1,0.781667,0.734217,0.594583,0.152992,1259
575,7/28/2012,3,1,7,0,6,0,1,0.755833,0.697604,0.613333,0.15735,2234
576,7/29/2012,3,1,7,0,0,0,1,0.721667,0.667933,0.62375,0.170396,2153
577,7/30/2012,3,1,7,0,1,1,1,0.730833,0.684987,0.66875,0.153617,1040
578,7/31/2012,3,1,7,0,2,1,1,0.713333,0.662896,0.704167,0.165425,968
579,8/1/2012,3,1,8,0,3,1,1,0.7175,0.667308,0.6775,0.141179,1074
580,8/2/2012,3,1,8,0,4,1,1,0.7525,0.707088,0.659583,0.129354,983
581,8/3/2012,3,1,8,0,5,1,2,0.765833,0.722867,0.6425,0.215792,1328
582,8/4/2012,3,1,8,0,6,0,1,0.793333,0.751267,0.613333,0.257458,2345
583,8/5/2012,3,1,8,0,0,0,1,0.769167,0.731079,0.6525,0.290421,1707
584,8/6/2012,3,1,8,0,1,1,2,0.7525,0.710246,0.654167,0.129354,1233
585,8/7/2012,3,1,8,0,2,1,2,0.735833,0.697621,0.70375,0.116908,1278
586,8/8/2012,3,1,8,0,3,1,2,0.75,0.707717,0.672917,0.1107,1263
587,8/9/2012,3,1,8,0,4,1,1,0.755833,0.699508,0.620417,0.1561,1196
588,8/10/2012,3,1,8,0,5,1,2,0.715833,0.667942,0.715833,0.238813,1065
589,8/11/2012,3,1,8,0,6,0,2,0.6925,0.638267,0.732917,0.206479,2247
590,8/12/2012,3,1,8,0,0,0,1,0.700833,0.644579,0.530417,0.122512,2182
591,8/13/2012,3,1,8,0,1,1,1,0.720833,0.662254,0.545417,0.136212,1207
592,8/14/2012,3,1,8,0,2,1,1,0.726667,0.676779,0.686667,0.169158,1128
593,8/15/2012,3,1,8,0,3,1,1,0.706667,0.654037,0.619583,0.169771,1198
594,8/16/2012,3,1,8,0,4,1,1,0.719167,0.654688,0.519167,0.141796,1338
595,8/17/2012,3,1,8,0,5,1,1,0.723333,0.2424,0.570833,0.231354,1483
596,8/18/2012,3,1,8,0,6,0,1,0.678333,0.618071,0.603333,0.177867,2827
597,8/19/2012,3,1,8,0,0,0,2,0.635833,0.603554,0.711667,0.08645,1208
598,8/20/2012,3,1,8,0,1,1,2,0.635833,0.595967,0.734167,0.129979,1026
599,8/21/2012,3,1,8,0,2,1,1,0.649167,0.601025,0.67375,0.0727708,1081
600,8/22/2012,3,1,8,0,3,1,1,0.6675,0.621854,0.677083,0.0702833,1094
601,8/23/2012,3,1,8,0,4,1,1,0.695833,0.637008,0.635833,0.0845958,1363
602,8/24/2012,3,1,8,0,5,1,2,0.7025,0.6471,0.615,0.0721458,1325
603,8/25/2012,3,1,8,0,6,0,2,0.661667,0.618696,0.712917,0.244408,1829
604,8/26/2012,3,1,8,0,0,0,2,0.653333,0.595996,0.845833,0.228858,1483
605,8/27/2012,3,1,8,0,1,1,1,0.703333,0.654688,0.730417,0.128733,989
606,8/28/2012,3,1,8,0,2,1,1,0.728333,0.66605,0.62,0.190925,935
607,8/29/2012,3,1,8,0,3,1,1,0.685,0.635733,0.552083,0.112562,1177
608,8/30/2012,3,1,8,0,4,1,1,0.706667,0.652779,0.590417,0.0771167,1172
609,8/31/2012,3,1,8,0,5,1,1,0.764167,0.6894,0.5875,0.168533,1433
610,9/1/2012,3,1,9,0,6,0,2,0.753333,0.702654,0.638333,0.113187,2352
611,9/2/2012,3,1,9,0,0,0,2,0.696667,0.649,0.815,0.0640708,2613
612,9/3/2012,3,1,9,1,1,0,1,0.7075,0.661629,0.790833,0.151121,1965
613,9/4/2012,3,1,9,0,2,1,1,0.725833,0.686888,0.755,0.236321,867
614,9/5/2012,3,1,9,0,3,1,1,0.736667,0.708983,0.74125,0.187808,832
615,9/6/2012,3,1,9,0,4,1,2,0.696667,0.655329,0.810417,0.142421,611
616,9/7/2012,3,1,9,0,5,1,1,0.703333,0.657204,0.73625,0.171646,1045
