date,co2
19920229,356.5
19920307,357.3
19920314,357.8
19920321,358.1
19920328,358.4
19920404,358.5
19920411,358.9
19920418,359.7
19920425,359.2
19920502,359.6
19920509,359.7
19920516,358.6
19920523,359.6
19920530,360.2
19920606,360.0
19920613,359.4
19920620,358.7
19920627,358.4
19920704,358.4
19920711,357.2
19920718,356.3
19920725,356.1
19920801,354.9
19920808,355.3
19920815,355.3
19920822,354.5
19920829,354.3
19920905,353.5
19920912,353.6
19920919,352.3
19920926,352.7
19921003,353.6
19921010,353.3
19921017,353.2
19921024,353.5
19921031,353.5
19921107,353.9
19921114,353.8
19921121,354.5
19921128,354.6
19921205,354.8
19921212,355.3
19921219,355.4
19921226,355.9
19930102,356.2
19930109,356.9
19930116,356.7
19930123,356.6
19930130,357.0
19930206,356.6
19930213,357.2
19930220,357.3
19930227,357.6
19930306,358.3
19930313,358.5
19930320,358.1
19930327,358.8
19930403,359.1
19930410,358.8
19930417,359.4
19930424,360.0
19930501,359.6
19930508,359.7
19930515,360.7
19930522,360.6
19930529,360.3
19930605,359.7
19930612,359.9
19930619,359.3
19930626,359.1
19930703,357.9
19930710,358.0
19930717,358.1
19930724,356.6
19930731,356.5
19930807,355.8
19930814,355.9
19930821,354.9
19930828,354.7
19930904,354.3
19930911,353.2
19930918,353.8
19930925,353.8
19931002,353.8
19931009,353.8
19931016,354.0
19931023,354.4
19931030,354.3
19931106,354.7
19931113,355.1
19931120,355.6
19931127,356.0
19931204,356.2
19931211,356.5
19931218,356.9
19931225,357.5
19940101,358.1
19940108,358.1
19940115,358.4
19940122,358.3
19940129,358.7
19940205,358.4
19940212,358.6
19940219,359.0
19940226,359.6
19940305,358.7
19940312,359.8
19940319,360.4
19940326,360.8
19940402,360.6
19940409,361.0
19940416,361.0
19940423,361.3
19940430,362.2
19940507,361.6
19940514,361.4
19940521,361.7
19940528,361.9
19940604,361.0
19940611,361.0
19940618,360.9
19940625,360.7
19940702,360.2
19940709,359.9
19940716,359.4
19940723,359.0
19940730,358.8
19940806,358.1
19940813,357.5
19940820,357.6
19940827,356.3
19940903,356.4
19940910,356.4
19940917,355.4
19940924,355.5
19941001,355.4
19941008,355.8
19941015,356.0
19941022,356.3
19941029,356.6
19941105,356.9
19941112,357.4
19941119,357.9
19941126,358.1
19941203,358.4
19941210,359.1
19941217,359.2
19941224,359.1
19941231,359.5
19950107,359.6
19950114,360.2
19950121,360.1
19950128,360.0
19950204,360.6
19950211,361.0
19950218,360.8
19950225,361.3
19950304,362.2
19950311,361.2
19950318,360.9
19950325,362.0
19950401,363.8
19950408,363.4
19950415,363.3
19950422,362.8
19950429,363.5
19950506,363.2
19950513,364.1
19950520,364.1
19950527,363.4
19950603,363.9
19950610,363.4
19950617,362.9
19950624,362.8
19950701,362.5
19950708,362.2
19950715,361.9
19950722,361.5
19950729,360.9
19950805,360.4
19950812,359.2
19950819,358.7
19950826,359.2
19950902,357.3
19950909,358.5
19950916,358.5
19950923,358.2
19950930,357.5
19951007,357.6
19951014,357.6
19951021,358.0
19951028,358.2
19951104,359.1
19951111,359.4
19951118,359.6
19951125,359.8
19951202,360.1
19951209,360.4
19951216,360.5
19951223,360.8
19951230,361.7
19960106,361.8
19960113,362.0
19960120,362.1
19960127,362.2
19960203,362.6
19960210,363.1
19960217,363.0
19960224,364.0
19960302,363.8
19960309,363.6
19960316,364.1
19960323,364.5
19960330,364.3
19960406,364.5
19960413,364.8
19960420,364.4
19960427,365.1
19960504,364.9
19960511,365.3
19960518,365.7
19960525,365.4
19960601,364.8
19960608,365.1
19960615,365.2
19960622,365.0
19960629,364.3
19960706,364.1
19960713,363.7
19960720,363.3
19960727,362.8
19960803,361.7
19960810,362.1
19960817,361.2
19960824,360.8
19960831,360.8
19960907,359.8
19960914,359.8
19960921,359.0
19960928,359.0
19961005,359.4
19961012,359.5
19961019,359.8
19961026,359.8
19961102,359.9
19961109,360.5
19961116,360.7
19961123,361.2
19961130,361.4
19961207,361.9
19961214,362.6
19961221,362.4
19961228,362.6
19970104,362.9
19970111,363.0
19970118,363.1
19970125,363.5
19970201,363.2
19970208,364.1
19970215,364.0
19970222,364.2
19970301,364.5
19970308,364.1
19970315,364.1
19970322,364.7
19970329,365.4
19970405,365.8
19970412,366.2
19970419,366.6
19970426,366.7
19970503,366.7
19970510,366.8
19970517,367.0
19970524,366.6
19970531,366.3
19970607,365.7
19970614,365.6
19970621,365.5
19970628,365.1
19970705,365.0
19970712,364.6
19970719,364.1
19970726,363.8
19970802,363.3
19970809,363.3
19970816,362.6
19970823,361.5
19970830,361.6
19970906,360.6
19970913,360.2
19970920,360.0
19970927,359.8
19971004,360.5
19971011,360.4
19971018,361.0
19971025,361.1
19971101,361.7
19971108,362.1
19971115,362.0
19971122,362.6
19971129,363.5
19971206,363.9
19971213,363.9
19971220,364.2
19971227,365.0
19980103,365.2
19980110,365.3
19980117,365.3
19980124,365.3
19980131,365.6
19980207,366.0
19980214,365.5
19980221,366.0
19980228,367.3
19980307,367.0
19980314,366.6
19980321,367.4
19980328,368.5
19980404,368.6
19980411,368.6
19980418,368.0
19980425,368.9
19980502,369.1
19980509,368.8
19980516,368.5
19980523,369.6
19980530,369.7
19980606,369.4
19980613,368.8
19980620,368.5
19980627,368.3
19980704,368.0
19980711,367.5
19980718,367.6
19980725,367.3
19980801,366.8
19980808,366.4
19980815,365.6
19980822,365.6
19980829,364.2
19980905,364.7
19980912,363.9
19980919,363.5
19980926,363.6
19981003,364.0
19981010,364.1
19981017,364.4
19981024,364.4
19981031,364.7
19981107,365.0
19981114,365.4
19981121,365.8
19981128,366.0
19981205,366.4
19981212,366.7
19981219,367.3
19981226,367.3
19990102,367.5
19990109,367.8
19990116,367.8
19990123,368.3
19990130,369.2
19990206,369.1
19990213,368.8
19990220,369.0
19990227,368.5
19990306,368.1
19990313,369.5
19990320,370.2
19990327,370.6
19990403,371.1
19990410,371.5
19990417,371.0
19990424,370.3
19990501,370.8
19990508,371.3
19990515,371.0
19990522,370.8
19990529,370.3
19990605,370.9
19990612,370.3
19990619,369.9
19990626,369.9
19990703,369.4
19990710,370.1
19990717,369.5
19990724,368.6
19990731,367.4
19990807,367.6
19990814,366.7
19990821,366.4
19990828,366.1
19990904,364.1
19990911,364.7
19990918,365.2
19990925,364.7
19991002,364.5
19991009,365.0
19991016,364.9
19991023,365.6
19991030,365.7
19991106,366.2
19991113,366.7
19991120,366.6
19991127,367.1
19991204,367.4
19991211,368.0
19991218,368.0
19991225,368.2
20000101,368.6
20000108,368.5
20000115,369.0
20000122,369.8
20000129,369.2
20000205,369.1
20000212,369.6
20000219,369.3
20000226,369.5
20000304,370.0
20000311,370.0
20000318,370.9
20000325,370.7
20000401,370.9
20000408,371.7
20000415,371.8
20000422,372.0
20000429,371.3
20000506,371.2
20000513,371.7
20000520,371.9
20000527,371.8
20000603,371.9
20000610,371.6
20000617,371.7
20000624,371.3
20000701,370.8
20000708,370.0
20000715,370.2
20000722,369.7
20000729,369.0
20000805,368.7
20000812,368.3
20000819,367.7
20000826,367.1
20000902,367.2
20000909,366.7
20000916,366.2
20000923,366.2
20000930,366.4
20001007,366.3
20001014,366.6
20001021,366.7
20001028,367.3
20001104,367.6
20001111,368.0
20001118,368.6
20001125,368.3
20001202,369.0
20001209,369.6
20001216,369.3
20001223,369.5
20001230,369.8
20010106,369.8
20010113,370.2
20010120,369.9
20010127,370.8
20010203,371.3
20010210,371.1
20010217,371.7
20010224,371.2
20010303,372.2
20010310,372.2
20010317,372.1
20010324,371.8
20010331,372.0
20010407,372.7
20010414,372.7
20010421,373.0
20010428,372.7
20010505,373.7
20010512,373.9
20010519,373.7
20010526,373.9
20010602,373.8
20010609,373.1
20010616,372.8
20010623,372.9
20010630,372.7
20010707,372.1
20010714,371.3
20010721,371.2
20010728,370.6
20010804,369.9
20010811,369.5
20010818,369.3
20010825,369.0
20010901,368.4
20010908,368.2
20010915,368.0
20010922,367.4
20010929,367.4
20011006,367.8
20011013,367.6
20011020,368.1
20011027,368.7
20011103,368.7
20011110,368.8
20011117,369.7
20011124,370.3
20011201,370.3
20011208,370.8
20011215,371.2
20011222,371.3
20011229,371.5
